0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233
0.03596119,0.0,0.0,0.0,0.006987557,1.1126972,1.311561,0.4654097,0.0,0.0,0.0,0.0,0.0,1.4471976,0.0,1.2401527,0.8074609,0.59625703,0.78412366,0.0,1.3783494,0.76984966,0.0,0.0,0.0,0.0,0.0,0.0,0.10676313,0.0,0.0,0.13996816,0.0,0.0,1.1620504,0.0,0.0,0.0,0.0,0.0,0.0,0.46806285,0.0,0.0,0.0,0.0,0.0,0.9825273,0.0,0.0,0.0,1.2417009,0.0,0.0,0.0,0.75186545,1.2844349,0.0,0.0,0.0,1.4589022,0.09887899,0.0,0.0,0.59488356,0.0,1.2885275,0.78925294,0.0,0.939608,0.0,1.0712339,0.0,0.0,0.1780392,0.0,0.0,0.7870659,0.0,1.206629,0.0,0.0,0.9384878,0.0,0.0,0.6193933,0.0,0.0,0.0,0.0,0.0,0.29051518,0.0,0.0,0.0,1.1832259,0.0,0.0,0.0,0.0,0.9054488,0.4338036,0.0,0.53870153,0.0654321,1.1059546,0.0,0.0,0.0,0.0,0.0,0.1407859,1.0666447,0.0,0.97119856,0.5905022,0.0,0.0,1.4461386,0.0,0.0,0.0,0.42166802,0.0,0.0,0.0,0.0,0.0,1.0188602,0.0,0.70813227,1.0960857,0.0,1.1850262,0.0,0.97461426,0.7781803,0.9215303,0.0,1.0293924,0.0,0.0,0.0,0.0,0.66288173,0.5266734,0.0,0.0,0.9196212,0.9858418,0.68938494,1.065043,0.0,0.68200594,0.0,0.0,0.0,0.0,0.82094294,0.0,0.9497404,1.026889,0.04392034,0.0,0.242022,0.0,0.0,0.29424486,0.0,0.9191761,0.0,0.0,0.0,0.7228263,0.0,0.26001465,0.70089734,0.7526941,0.0,0.0,0.80262613,0.8041998,0.0,0.0,0.0,0.6775468,0.0,0.0,0.9983138,1.0712396,0.0,1.4012133,0.0,0.32979506,0.76634234,0.0,1.0122958,0.89930254,0.0,0.0,1.3999265,0.0,1.4614779,0.0,0.0,0.0,0.6376892,0.0,0.88985324,1.2427329,0.0,0.0,0.0,0.73968315,0.0,1.0312965,0.0,1.0041142,0.0,0.0,0.7419256,0.4044544,0.9913872,0.0,0.0,0.0,0.0,0.0,0.21622503,2.8443062,1.7889339,2.8706849,0.9991097,0.00089029793
0.0,0.11826483,0.19244993,2.0549598,0.0,1.0201253,1.5745006,0.11851541,0.0,0.0,0.54185873,0.0,0.0,0.04550741,0.0,0.0,0.30115977,0.0,1.4944043,0.0,0.0,0.0,0.0,1.1516198,0.0,0.0,0.0,0.9312258,3.4115708,2.130485,0.0,0.18870127,0.0,0.0,0.0,0.0,0.0,0.0,1.6194454,0.0,0.0,0.0,0.114483126,0.0,0.0,0.0,0.0,0.0,0.59359854,0.72047335,0.0,0.0,0.0,1.2218078,0.41995186,0.0,0.0,0.0,0.0,0.0,2.5133712,2.856251,0.0,0.0,0.0,0.0,1.2654958,0.0,0.0,0.80226654,0.0,2.1306994,0.0,1.0090439,2.1230426,0.0,0.0,0.0,3.1889257,0.2933672,0.0,0.0,0.0,0.0,0.0,0.0,0.35485834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8186965,0.0,2.0629578,1.2581174,0.0,0.0,0.42954695,1.7855787,0.0,0.0,0.9958639,1.6398408,2.6972578,0.0,0.0,2.2779353,0.0,1.6080418,0.0,0.0,0.0,0.0,0.0,0.0,0.40814573,0.0,0.0,2.3361382,0.8999361,0.0,0.14338827,0.59309435,0.0,0.0,0.0,0.0,0.0,0.586821,1.118308,0.0,0.0,0.0,0.0,0.0,0.0,0.36998117,0.9119127,0.0,0.0,0.3703738,0.0,0.0,0.0,0.12285887,0.0,0.0,0.0,0.0,0.53891027,0.34518862,0.19694656,0.41884375,0.0,0.19074126,0.31739423,0.0,0.0,0.0,0.032802917,0.0,0.0,0.0,0.0,0.0,0.33799878,0.0,0.33005035,0.0,0.0,0.0,0.0,0.5346863,0.067226395,0.0,0.0,0.0,0.12971467,0.0,0.0,0.0,0.27766672,0.21593393,0.012013311,0.0,0.66978925,0.026057709,0.6145973,0.0,0.07053103,0.0,0.026220325,0.0,0.0,0.0,0.3754125,0.19419664,0.0,0.051054493,0.05363015,0.37024438,0.3327837,0.0,0.0,0.21188244,0.049072236,0.037778493,0.18146966,0.0,0.0,0.0,0.2357124,0.0,0.5582765,0.49313992,0.5885165,0.6113378,0.0,0.0,0.0,0.047798783,2.8263757,0.64149433,0.16901395,0.44122118,0.0,0.0,0.0,0.0,0.024109539,0.97589046
0.0,0.0,0.40476978,0.664837,0.32061282,0.0,0.27448326,0.0,0.1029252,0.0,0.44911903,0.028030137,0.5129224,0.46962836,0.2457026,0.55758923,0.0,0.5392363,0.6147274,0.01571503,0.28548488,0.1920317,0.0,0.0,0.0,0.0,0.094503045,0.0,0.10598719,0.24401695,0.0,0.521896,0.32230607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6492487,0.60270476,0.2827912,0.29517084,0.0,0.7097567,0.0,0.0,0.42720398,0.28081453,0.22898862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539982,0.0,0.0,0.0,0.0,0.0,0.4835673,0.0,0.0,0.0,0.0,0.0,0.80710286,0.61777467,0.28542557,0.0,0.0015590154,0.59938514,0.37306672,0.173394,0.1537393,0.0,0.0,0.0,0.2998663,0.0,0.0,0.0,0.47718093,0.0,0.122260526,0.01997953,0.0,0.0,0.58679724,0.0,0.4154248,0.7103908,0.4802503,0.20114851,0.05201979,0.081200644,0.17596231,0.0,0.0,0.088151895,0.0,0.0,0.0,0.39684683,0.0,0.0,0.0,0.2587221,0.15653376,0.0,0.16655077,0.4221651,0.0,0.0,0.5603091,0.0,0.14365642,0.0,0.21311803,0.0,0.0,0.12394772,0.0,0.0,0.0,0.1090709,0.0,0.02259086,0.0,0.0,0.0,0.2524622,0.0,0.17265987,0.38152042,0.14713907,0.23444584,0.0,0.0,0.094313815,0.42755672,0.0,0.0,0.0,0.0,0.010829417,0.0,0.0504545,0.0,0.07725185,0.05863935,0.0,0.0,0.0,0.0,0.19475392,0.13528565,0.0,0.28276595,0.53330666,0.0,0.20852888,0.0,0.30019236,0.29338634,0.0,0.0,0.0,0.0,0.0,0.0,0.057955757,0.022156958,0.096653864,0.0,0.32022947,0.0,0.2433557,0.0,0.0,0.21125853,0.0,0.0,0.25721228,0.0,0.3623224,0.0,0.0,0.10560883,0.0,0.0,0.41083962,0.6337262,0.0,0.19662364,0.0,0.48529112,0.44096184,0.0022984943,0.0,0.38092837,0.0,0.0,0.44613695,0.25876167,0.2654635,0.0,0.31313294,0.0,0.5658209,0.0,0.33594155,0.38748792,0.0,0.0,0.0,0.22276546,2.8205295,0.84180903,1.7265621,0.8031721,0.0,0.0,0.0,0.0,0.005380468,0.9946195
0.0,0.20033726,0.0,1.7009262,0.016795311,0.26745287,0.0,1.3281864,0.0,0.0,0.7772594,1.0900943,0.0,0.0,0.0,0.0,0.0,0.33537284,0.0,0.0,0.06871776,0.0,0.0,1.1808563,0.24909344,0.0,0.0,1.5437971,0.81035894,0.10179228,0.0,0.39084914,0.0,0.0,0.0,0.0,0.0,0.21499918,0.43001428,1.7893854,0.27583608,0.8036937,1.1301041,0.84508026,0.16502036,0.35451064,0.0,0.0,0.37328127,0.8890401,0.0,0.0,0.0,1.3069842,0.3237051,0.0,0.0,1.8780078,0.0,0.022051966,0.0,1.0848869,0.4965705,0.8124354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38988167,0.0,0.09559461,1.6903483,0.0,0.0,0.0,2.1223166,0.0,0.7266984,0.0,0.0,0.0,0.0,0.0,0.6522658,0.0,0.0,0.0,0.21140982,0.0,1.6097825,1.5850108,3.0208158,0.0,1.3181794,2.0007694,0.0,0.80631846,0.0,0.0,0.0,0.0,0.0,0.013623108,1.5974656,0.0,0.896144,0.45908973,0.0,0.073616214,0.0,0.0,0.0,0.0,0.0,1.1068449,0.0,0.0,0.0,1.9413168,0.78523594,0.0,0.36058748,0.43075386,0.0,0.0,0.0,0.017709576,0.0,0.0,1.1103565,0.0,0.10139814,0.0,0.0,0.0,0.25194135,0.0,0.95840275,0.4963711,0.089941084,0.73890775,0.0,0.0,0.09007302,0.4120325,0.0,0.0,0.0,0.0,0.47893703,0.0,0.49768287,0.41059676,0.69294393,0.4745643,0.0,0.11310451,0.0,0.0,0.36008808,0.41611868,0.0,0.07264089,0.0,0.0,0.50862634,0.0,0.6554594,0.4399954,0.34820914,0.0,0.20080337,0.2804643,0.0,0.0,0.3517158,0.17566974,0.0,0.0,0.12837827,0.31931967,0.32411098,0.0,0.0,0.47539753,0.0,0.0,0.42457274,0.0,0.017775439,0.0,0.0,0.181337,0.0,0.0,0.49140936,0.519882,0.0,0.49012762,0.0,0.568676,0.47899395,0.07427046,0.0,0.3528104,0.0,0.0,0.43320712,0.23699474,0.25658348,0.0,0.25726283,0.0,0.9814122,0.0,0.5578114,0.32168177,0.0,0.0,0.0,0.35231024,2.741599,0.886407,1.7675898,0.8668032,0.0,0.0,0.0,0.0,0.0054054237,0.99459463
0.0,0.0,0.30896172,0.3603668,0.46690673,0.0,0.06828106,0.29027376,0.0,0.0,0.0,0.07942203,0.369308,0.0,0.0,0.1625126,0.0,0.053519487,0.0,0.25594175,0.0,0.0,0.0,0.56572765,0.0,0.48455,0.0,0.4356794,0.0,0.0,0.0,0.1907341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74951845,0.0,0.0020978227,0.906158,0.029621586,0.08406198,0.49032146,0.0,0.08511017,0.0,0.039123908,0.085221685,0.0,0.0,0.0,0.0,0.0,0.0,0.22080371,0.0,0.0,0.21721935,1.0446218,0.0,0.94351435,0.0,0.34466228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85715324,0.7462754,0.80849844,0.0,0.0,1.3710072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20685251,0.0,0.0,0.0,0.0,0.13825658,0.35763672,0.54504967,0.2993316,0.0,0.09426699,0.5874078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6831628,0.0,0.7427463,0.020590732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087473884,0.0127268685,0.16615508,0.0,0.9129948,0.0,0.80803466,0.2272813,0.16143285,0.0,0.0,0.0,0.0,0.0,0.0,0.61947024,0.0,0.0,0.0,0.0,0.0,0.17915544,0.0,0.41068882,0.350677,0.3995668,0.4594879,0.0,0.0,0.12684727,0.77533054,0.0,0.0,0.0,0.0,0.052227244,0.0,0.40117136,0.0,0.08090777,0.15247072,0.0,0.0,0.0,0.0,0.06129025,0.5710724,0.0,0.13616161,0.06846036,0.0,0.4914886,0.0,0.57660997,0.5508789,0.0,0.0,0.0,0.0,0.0,0.0,0.007896218,0.03458516,0.0,0.0,0.18076949,0.0,0.20986372,0.04453228,0.0,0.100239694,0.0,0.0,0.31874692,0.0,0.3114503,0.0,0.0,0.0050968174,0.0,0.0,0.49271318,0.70430523,0.0,0.16436142,0.0,0.45854515,0.43318576,0.0,0.0,0.5543052,0.0,0.0,0.3349311,0.3173937,0.15721051,0.0,0.30385175,0.0,0.88922423,0.012225337,0.64592874,0.43186906,0.0,0.0,0.0,0.18725619,3.4618516,0.90106213,1.3495377,0.8096888,0.0,0.0,0.0,0.0,0.0036083814,0.9963916
0.0,1.368561,0.033534065,0.16263166,0.0,0.0,0.0,2.327123,0.7578974,0.42999342,0.0,1.5492449,0.0,0.80946565,0.0,0.0,0.0,0.42480296,0.2023795,0.0,0.82245094,0.0,0.0,0.0626174,0.7073609,0.0,0.0,0.72403955,0.0,0.0,0.579977,0.0,0.5370887,0.0,0.0,0.6232859,0.0,0.6447745,0.19694138,1.2265477,0.3606025,2.1694,0.26815793,0.30913797,0.0,0.0,0.0,0.0,0.97837764,0.0,0.0,0.0,0.0,1.243323,0.9632637,0.0,0.0,1.7869158,0.0,0.0,0.0,0.7309356,0.40408072,1.8954452,0.0,0.0,0.0,0.0,0.098387286,0.0,0.0,0.14451577,0.93137014,0.12194182,0.29954946,0.0,0.56656665,0.0,1.088542,0.23496637,0.0,0.5742657,0.0,1.2733586,0.0,0.0,0.18335982,0.0,0.0,0.0,1.2851875,0.0,1.4572237,0.8786247,1.8347025,0.0,0.28426024,0.78200966,0.0,0.0,0.07891858,0.0,0.017863536,0.0,0.0,0.0,0.47294173,0.0,0.7070316,1.7881157,0.0,0.7319191,0.0512339,0.0,0.0,0.0,0.28846315,1.397416,0.52619016,0.0,0.2660447,1.3324876,4.149132,0.0,1.0942683,0.0,0.0,0.0,0.0,0.08231641,0.0,0.08996034,0.4143704,0.0,0.10352817,0.0,0.0,0.0,0.67957366,0.0,0.10594385,0.19594157,0.16915423,0.10124412,0.006987498,0.0,0.011697807,0.009340085,0.0,0.0,0.0,0.0,0.31570587,0.1068846,0.0,0.35379475,0.66462237,0.22235359,0.0,0.2592879,0.0,0.0,0.39447296,0.15965442,0.039255034,0.0,0.22989288,0.0,0.5599467,0.0,0.12105332,0.113172665,0.19620955,0.08780889,0.068971254,0.0,0.05574621,0.0,0.19760446,0.12507787,0.0,0.0,0.0,0.3071831,0.0,0.032633387,0.17624903,0.41978592,0.0,0.0,0.0,0.0,0.35800278,0.0025552027,0.0,0.2629694,0.0,0.0,0.32031953,0.6751477,0.0,0.353167,0.0,0.3912626,0.48338145,0.29017153,0.0,0.19371371,0.0,0.0,0.559327,0.40758744,0.13857828,0.0,0.25729528,0.0,0.27089658,0.008410357,0.3443994,0.32629323,0.0,0.05419819,0.01393557,0.43982467,1.9180785,0.92658,2.306912,0.9277623,0.0,0.0,0.0,0.0,0.007945499,0.99205446
0.0,0.06443203,0.45661423,0.64951706,0.33081186,0.0,0.17783186,0.0,0.045494642,0.0,0.3253297,0.29233345,0.7191544,0.18119557,0.0,0.27364916,0.12105912,0.38293284,0.27621734,0.16003536,0.28032938,0.0,0.0,0.31691167,0.0,0.0,0.17332086,0.40105435,0.048161123,0.0,0.0,0.41974023,0.035805702,0.0,0.0,0.0,0.0054793404,0.0,0.0,0.30193096,0.0,0.08158064,0.6474658,0.43076667,0.38624564,0.279369,0.0,0.4194406,0.0,0.32701576,0.2767995,0.22038732,0.1171889,0.0,0.0,0.0,0.18973759,0.0,0.0,0.0,0.0,0.38942114,0.0,0.0,0.0,0.0,0.0,0.27904493,0.0,0.0,0.0,0.0,0.0,0.6106812,0.6517378,0.42159888,0.0,0.0,0.58662057,0.0,0.30494228,0.17922446,0.0,0.0,0.0,0.15009388,0.17203064,0.0,0.0,0.42765906,0.0,0.18324976,0.5544183,0.38692597,0.19613032,0.27590072,0.0,0.501911,0.5942842,0.5739962,0.11024376,0.0,0.3087815,0.0,0.0,0.0,0.18772319,0.0,0.020696683,0.0,0.20000587,0.0,0.0,0.0,0.36591834,0.0,0.0,0.50249994,0.14847468,0.031788528,0.0,0.5814917,0.0,0.2922831,0.0,0.06058666,0.0,0.0,0.0,0.0075749885,0.0,0.0,0.24545981,0.0,0.0,0.0,0.0,0.0,0.23772037,0.0,0.2733349,0.5158271,0.19323,0.31624347,0.0,0.0,0.11423045,0.42160282,0.0,0.0,0.0,0.0,0.012440851,0.0,0.29645586,0.0,0.23766793,0.07922855,0.0,0.0,0.0,0.0,0.2489234,0.2257714,0.0,0.272589,0.4242686,0.0,0.43069002,0.0,0.388785,0.33391595,0.0,0.0,0.0,0.0,0.0,0.0,0.10328078,0.066506624,0.03133755,0.0,0.37092125,0.006154935,0.29870582,0.0,0.0,0.2771327,0.0,0.0,0.17187566,0.0,0.33265775,0.0,0.0,0.14911734,0.0,0.0,0.4411186,0.65728426,0.0,0.23374993,0.0,0.5074138,0.4691709,0.0721097,0.0,0.40713182,0.0,0.0,0.4333561,0.3269664,0.30982307,0.0,0.33033133,0.0,0.692551,0.0,0.47538817,0.33535525,0.0,0.0,0.0,0.24470174,2.9005272,0.893793,1.827719,0.8764177,0.0,0.0,0.0,0.0,0.0043150033,0.995685
0.0,0.35828105,0.53655386,2.2103684,0.0,0.21981935,0.43509865,0.0,0.0,0.0,1.0878083,0.18568528,0.0,0.0,0.0055599585,0.0,0.0,0.0,0.56604767,0.0,0.0,0.0,0.0,1.6059046,0.0,0.0,0.0,1.1215765,2.7247877,1.292263,0.0,0.5606683,0.0,0.0,0.0,0.0,0.048368484,0.0,1.0767951,0.23664163,0.0,0.0,1.380652,0.080256924,0.48866266,0.0,0.0,0.0,0.0,1.1145097,0.0,0.0,0.0,0.54206824,0.4442076,0.0,0.0,0.104960814,0.0,0.0,0.23736337,2.5111182,0.0,0.07966256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10354183,0.0,1.8135517,2.4300773,0.0,0.0,0.0,2.976536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22793274,0.0,0.0,0.0,0.0,0.0,0.78955895,0.34654143,2.1352637,0.0,1.8577564,2.127896,0.0,0.15265648,0.0,1.0721673,0.0,0.0,0.09482841,0.065729834,2.473982,0.0,0.21490185,0.7954787,0.0,0.17297502,0.0,0.0,0.0,0.0,0.0,0.026491031,0.0,0.0,0.0,2.5336983,0.0,0.0,0.0,0.75237,0.0,0.0,0.0,0.0,0.0,0.0,1.578608,0.0,0.0392658,0.0,0.0,0.0,0.0,0.0,1.5319453,0.3678345,0.41292274,0.84782296,0.0,0.0,0.0,0.67752683,0.0,0.0,0.0,0.0,0.49787864,0.0,0.8501425,0.34711558,0.0,0.40176997,0.0,0.0,0.0,0.0,0.013706533,0.5650859,0.0,0.1140727,0.0,0.0,0.7010908,0.0,0.8458734,0.49153483,0.15582974,0.0,0.0,0.21670178,0.0,0.0,0.040270347,0.22604439,0.0,0.0,0.0,0.0,0.34426463,0.0,0.04419268,0.055960655,0.0,0.0,0.7278926,0.0,0.006153524,0.0,0.0,0.0,0.0,0.0,0.5762163,0.65227306,0.0,0.26759103,0.0,0.5468864,0.5124574,0.0,0.0,0.49969345,0.0,0.0,0.30450326,0.22860655,0.062091306,0.0,0.23234423,0.0,1.352672,0.0,0.7796637,0.5129044,0.0,0.0,0.0,0.20437557,3.734057,0.941989,1.1162761,0.7777199,0.0,0.0,0.0,0.0,0.0032533896,0.99674666
0.0,0.0,0.095012516,0.0,0.0,0.0,0.29875213,0.0,2.2033622,0.0,0.0,0.69935644,0.095008016,0.0,0.0,0.0,0.75586617,0.0,1.7992398,0.0,0.0,3.2824955,2.854421,0.0,1.7299147,0.0,0.0,0.0,0.0,1.3625638,1.4244863,0.0,0.0,1.1221182,3.9849784,0.0,0.0,0.0,1.0845443,0.0,0.38596317,0.0,0.0,0.38394126,0.0,0.011942695,4.070346,2.1001625,3.3460875,0.0,0.0,1.26801,0.0,0.0,0.0,0.6253652,0.0,0.4024202,1.5991863,0.008965155,0.0,0.0,1.7721483,0.0,0.0,0.06627372,0.0,2.5032566,0.0,0.0,0.5439516,5.2032204,0.0,0.0,0.0,0.0,0.0,2.6182568,0.0,1.0727414,2.5517933,0.0,0.65673214,0.0,1.335003,0.0,2.8120718,3.171624,2.4440343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5478852,0.0,0.647408,0.0,0.0,0.0,0.0,0.86135197,0.0,0.0,0.0,3.685635,0.0,0.31213897,0.0,2.6701725,0.0,0.304051,0.0,0.42382574,0.0,0.0,0.8339991,3.240906,0.0,0.0,0.0,0.0,0.0,1.7773262,1.2613153,0.0,0.0,0.087258026,0.0,1.3052802,0.0,1.5590118,0.0,0.021603212,1.1913202,1.2787623,0.0,0.0,0.0,0.045445368,0.0,0.0,1.3319727,0.0,0.049628034,0.0,0.32354409,0.7908323,0.1451848,1.5722841,0.0,1.9333695,0.0,0.36471865,0.0,0.0,1.1272243,0.0,1.2516657,0.6146258,0.3706069,0.0,0.0,0.0,0.0,0.0,0.0,1.3102744,0.0,0.0,0.0,1.3645496,0.64437175,2.1688604,0.48166618,0.44856688,0.0,0.0,0.0,1.7662827,0.0,0.23608024,0.6493051,0.0,0.825883,0.24956356,0.0,0.0,0.0,1.7740475,0.0,0.27435902,0.96139765,0.0,1.0429167,0.7471356,0.0,0.0,2.3829687,0.015548341,0.9800855,0.0,0.0,0.39752167,0.30929908,0.0,0.68542564,1.3236428,0.0,0.0,0.0,0.74667466,0.0,1.4924663,0.0,0.0,0.0,0.0,0.64182204,0.1843917,1.5821496,0.0,0.0,0.0,0.0,0.0,0.20809071,3.0325005,1.6157694,2.3250632,0.9984817,0.0015183535
0.0,0.0,0.0,0.0,0.0,1.1641474,1.5531596,0.5374239,0.0,0.0,0.0,0.0,0.0,1.6340259,0.0,1.5348976,0.81696194,0.35960734,0.68731767,0.0,1.5518138,0.98846066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05630141,0.0,0.0,1.3711975,0.0,0.0,0.0,0.0,0.0,0.0,0.4745666,0.0,0.0,0.0,0.0,0.0,0.98067045,0.0,0.0,0.0,1.3012902,0.0,0.0,0.0,0.7709151,1.5196075,0.0,0.0,0.0,1.4224042,0.07952632,0.0,0.0,0.5913822,0.0,1.2961175,0.873716,0.0,1.0919259,0.0,1.0668365,0.0,0.0,0.07399158,0.0,0.0,1.0327519,0.0,1.3848666,0.0,0.055503443,1.020695,0.0,0.0,0.8464279,0.0,0.0,0.0,0.043669254,0.0,0.25488213,0.0,0.0,0.0,1.4684823,0.0,0.0,0.0,0.0,0.64040554,0.45608446,0.0,0.93781877,0.0,1.2914848,0.0,0.0,0.0,0.0,0.0,0.12171654,1.2625736,0.0,1.0485542,0.7385581,0.0,0.0,1.6306299,0.0,0.0,0.0,0.8218043,0.0,0.0,0.0,0.0,0.0,1.1569829,0.025449026,0.79165137,1.284257,0.0,1.2904744,0.0,1.0888976,0.86478716,1.0392518,0.0,1.1227357,0.0,0.0,0.0,0.0,0.81614226,0.58365804,0.0,0.0,1.0363716,1.1535914,0.72204983,1.2661024,0.0,0.8467624,0.0,0.0,0.0,0.0,0.90679866,0.0,1.1694801,1.1676346,0.05603955,0.0,0.27279925,0.0,0.0,0.34229618,0.0,1.0153706,0.0,0.0,0.0,0.8470995,0.0,0.29814008,0.7393573,0.87444717,0.0,0.0,0.8652161,0.9722997,0.0,0.0,0.0,0.73295605,0.058388785,0.0,1.1184757,1.1496326,0.0,1.5410708,0.0,0.41193283,0.87687856,0.0,1.1233579,1.0182443,0.0,0.0,1.5735201,0.0,1.6122643,0.0,0.0,0.0,0.711995,0.0,1.0126975,1.4487567,0.0,0.0,0.0,0.82770795,0.0,1.204239,0.0,1.1221181,0.0,0.0,0.86510813,0.49296656,1.163288,0.0,0.0,0.0,0.0,0.0,0.23099199,3.2664878,1.9608753,3.1772904,0.99962354,0.00037646756
