LID,target
4.9150093896635045,0
8.923477575986798,0
186.26761726558811,0
19.06675355092966,0
6.137810699755715,0
22.28130786942204,0
12.09234054934858,0
6.250264736588387,0
1.159748738437732,0
1.9087185857837523,0
3.4834956477263734,0
1.622629065348484,0
1.7429075641548926,0
5.046537913952123,0
5.719840234479477,0
6.918305904483753,0
3.2733878780138306,0
4.373420273330648,0
2.403174358832031,0
3.401490351214656,0
3.18937169955411,0
2.9574516365748758,0
3.433575423458364,0
4.5054972578662555,0
2.0042227393011607,0
4.667439601293904,0
3.7277757721828606,0
1.7978900604334385,0
2.1990110242931724,0
1.919463299162157,0
1.752853873530729,0
3.56922889534694,0
7.611471123093418,0
4.5650167829528305,0
3.4866397544661423,0
4.64130930788043,0
15.046850058049463,0
2.9352024841016995,0
2.193086183070195,0
11.052606390172748,0
5.691266644088078,0
1.7726875935853683,0
3.515825350174712,0
2.8068391435141318,0
1.1943023756391635,0
0.7155977172733811,0
4.147462419980979,0
2.197500048776974,0
1.6826446647480153,0
1.6518995394179499,0
3.109068645588145,0
1.9204789167947671,0
1.7334392003917556,0
1.9309805868956027,0
1.1917506651936263,0
1.3616267851153536,0
3.151491725835646,0
1.4286162582538517,0
3.9804339844242933,0
0.9244383418071662,0
1.9980510880397941,0
2.641513379699948,0
1.65906170914161,0
1.4682184752321146,0
4.4794073884136845,0
21.441571470298165,0
2.928829240549176,0
1.7952387433817978,0
3.5545851098195174,0
6.315004748896842,0
2.2797278615416494,0
1.109252892261674,0
2.109912774175533,0
5.675265776680207,0
0.7551678542313766,0
1.889737546580965,0
1.122591879970079,0
2.1419540799433165,0
2.441371327621212,0
1.9516717037095124,0
1.8174851601029058,0
2.8474500046574827,0
4.194567261972488,0
2.1790077140850572,0
1.252659971980177,0
3.2139832494388867,0
7.3281140766697765,0
2.917033178093467,0
1.090479923554007,0
3.68110037658077,0
4.334721653018475,0
2.937304194948427,0
2.3415447993520973,0
4.690328297484373,0
6.648031934036307,0
2.4204891824253587,0
4.226104124102324,0
6.681024346426633,0
3.1911906252125335,0
11.084279468100863,0
3.1762918222504593,0
4.872398105047257,0
2.4560963321773777,0
5.10703573857269,0
2.2363593749832535,0
1.2605479587441293,0
1.2024342746095094,0
1.1851659293744088,0
1.22083865632864,0
1.1888133950259618,0
2.5978426450128587,0
2.201989402494098,0
4.998585359050366,0
1.7355533627658657,0
1.7639710979866654,0
2.519578390897055,0
2.4412596434342144,0
10.100682863516342,0
18.928320571459448,0
2.4911170892228354,0
7.995603221874225,0
4.1510388415844925,0
2.008650397803158,0
1.2632455152149045,0
1.2719920919695613,0
1.4769538955566548,0
0.7091991448551981,0
1.6144107215593428,0
2.780491697737602,0
1.2503194092759409,0
1.92849332338351,0
1.9170021691412102,0
2.2182131856391707,0
9.795291338381462,0
6.114012435462288,0
6.869181033886499,0
20.171424842463097,0
2.2629519030102174,0
2.624451511692321,0
3.0171376346037366,0
1.8876710554578242,0
1.6467644632708425,0
3.5737735010485663,0
33.19127574386248,0
2.4197625816746373,0
2.2559809982858665,0
21.928864223247366,0
13.32962772882393,0
2.9996634374596427,0
4.526351024534851,0
3.6275904134497505,0
3.6569396524729307,0
5.241231021052559,0
19.42170729154097,0
4.2464431171017605,0
6.564094373131758,0
1.9617049192711051,0
3.9791899503153507,0
1.3277533744020062,0
