LID,target
3.3993109795753726,1
3.144826451148142,1
17.98831234371477,1
3.5359707976675976,1
3.2213042065730844,1
1.0408298034884798,1
1.2343499945557117,1
1.0546746091856445,1
1.0467217889815572,1
1.3455888213750213,1
1.17618759183667,1
18.445221269529778,1
7.451673923043547,1
4.674129686796088,1
1.792255476642323,1
15.637610301008575,1
5.76063204151401,1
10.377640727098283,1
5.219941766176575,1
0.9811384472486253,1
3.479909725203681,1
1.2819591309294092,1
0.7940989365438096,1
0.7635761300637285,1
0.7915969246570742,1
1.358165278443759,1
0.7842376425567543,1
0.8408128034123309,1
2.8767429988580298,1
3.6665685985581695,1
10.938966035056904,1
1.3721928732214974,1
5.593991003284377,1
3.7447168437052154,1
5.498399277035587,1
21.615584676617512,1
8.522353207426168,1
4.184440706292088,1
7.525623633241222,1
2.4808990354126093,1
10.683958049913715,1
179.5225626967686,1
2.6164124657273544,1
7.339402173988639,1
1.5462415436802384,1
2.5361917514890924,1
2.705973138559662,1
8.121635394843702,1
3.0147044878697327,1
4.817158530523369,1
5.412391172494529,1
3.613104544174663,1
2.6863927014500515,1
1.236878390528681,1
2.4265516079366303,1
2.4236194117072265,1
1.466519441279588,1
3.584312457787363,1
2.7329271050782387,1
1.4405117887301444,1
3.6978959449173527,1
3.640795944129344,1
1.3828218620247477,1
0.5987801159570731,1
1.6193918653601171,1
2.065824133092723,1
1.0342393241290273,1
2.0158485239444692,1
5.269637900725282,1
3.219550890362284,1
7.88836153923999,1
2.909124645695768,1
2.614295266712906,1
1.2344855771827978,1
2.382387262093761,1
2.8271695660789185,1
1.5822445765257593,1
2.6154828002960717,1
2.607563494147371,1
4.513223947253629,1
1.954347789372445,1
2.424578356558052,1
2.0664071922010887,1
9.440400814740256,1
0.8660620202133265,1
2.8838015055791244,1
3.01244392504344,1
0.7745319411239673,1
0.8570277660665458,1
2.132947540992365,1
0.6811191897900645,1
0.7484886204721369,1
2.5342238641604324,1
0.6949579430472643,1
0.6824524891348864,1
2.1404512599009897,1
0.6361232455340406,1
0.6819493572240076,1
3.245202203963282,1
0.6458169821487945,1
0.7340205637631786,1
2.9103476215618063,1
0.7251667614391357,1
0.7325019199600509,1
0.873293355257044,1
55.3861409336446,1
19.07682342120953,1
1.696807162130983,1
0.7487306673827467,1
0.7050688661837213,1
3.2931118204694823,1
0.860277817308144,1
0.8278290693888825,1
2.155090328325604,1
0.6197845010333127,1
0.6656691778931709,1
2.126224720361892,1
0.6359951629240003,1
0.681283744960138,1
6.096010736950725,1
0.6765617147614528,1
0.7032509639698624,1
3.310301681595206,1
0.7730635550654096,1
0.7414999588179233,1
9.932876190286747,1
1.4850968691396287,1
3.8939889114909154,1
1.4594296590098177,1
5.23519637209057,1
4.280804052537101,1
4.786261521628937,1
7.874173934859239,1
3.1918366027871414,1
3.831583072234334,1
2.698706722519526,1
5.549859837668493,1
6.401796811239515,1
4.114013272640152,1
8.0479535398163,1
18.271368055873367,1
0.942077326891128,1
4.8083795728192165,1
3.723315468053557,1
0.872924285166949,1
10.260866675221134,1
3.165330632804317,1
9.948995568763612,1
1.2061575256668817,1
12.166655216269547,1
9.9071287232791,1
13.522056390754303,1
14.82547658486932,1
4.290886305477607,1
1.5517208118576264,1
2.1097906996647855,1
4.141558012799061,1
2.52407124068131,1
6.278007584683259,1
3.092219263096866,1
1.592009939770669,1
1.026998196340091,1
4.196061228493905,1
1.0935973205812237,1
9.889137465562328,1
1.4572346531281066,1
1.1780881051226406,1
4.319588523853856,1
15.64780006127309,1
7.89903628632931,1
8.041599901296138,1
1.156385490059845,1
3.8393062885403006,1
5.850346137358503,1
2.6583184496944554,1
1.1636653762688627,1
8.426161912847624,1
2.9795181537347366,1
8.68109040888675,1
1.3252911308278759,1
4.52336954129136,1
1.2503233484100515,1
0.688068043317655,1
0.9560622423911957,1
5.180521048669497,1
1.0433805489728312,1
1.0648237307077513,1
4.131868722560589,1
3.6557296077600756,1
8.551432702796273,1
4.153026991049378,1
1.5881000862520416,1
4.740904231712912,1
